# attribute, value, displayName, owner, requestable, SOXRelevant,Privileged,Exclude,en_US
# application=All Fusion Harvest Change Manager,,,,,,,,
memberOf,"CN=rl.app.harvest.atn.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.atn.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: ATN
memberOf,"CN=RL.App.Harvest.AV.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.av.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: AV
memberOf,"CN=RL.App.Harvest.AVB.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.avb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: AVB
memberOf,"CN=RL.App.Harvest.AVP.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.avp.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: AVP
memberOf,"CN=RL.App.Harvest.AWD.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.awd.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: AWD
memberOf,"CN=RL.APP.Harvest.AZ.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.az.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: AZ
memberOf,"CN=RL.APP.Harvest.B7.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.b7.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: B7
memberOf,"CN=RL.App.Harvest.B9.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.b9.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: B9
memberOf,"CN=RL.App.Harvest.BA.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.ba.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BA
memberOf,"CN=RL.App.Harvest.BCB.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bcb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BCB
memberOf,"CN=RL.App.Harvest.BCF.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bcf.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BCF
memberOf,"CN=rl.app.harvest.bco.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bco.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BCO
memberOf,"CN=RL.App.Harvest.BDO.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bdo.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BDO
memberOf,"CN=rl.app.harvest.bj.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bj.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BJ
memberOf,"CN=RL.App.Harvest.BLK.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.blk.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BLK
memberOf,"CN=RL.App.Harvest.Blt.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.blt.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BLT
memberOf,"CN=RL.App.Harvest.BLU.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.blu.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BLU
memberOf,"CN=RL.App.Harvest.BNE.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bne.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BNE
memberOf,"CN=RL.App.Harvest.BPE.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bpe.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BPE
memberOf,"CN=RL.App.Harvest.BT.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bt.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BT
memberOf,"CN=RL.App.Harvest.BTS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bts.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BTS
memberOf,"CN=RL.App.Harvest.BX0.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bx0.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BX0
memberOf,"CN=RL.App.Harvest.BX1.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bx1.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BxX1
memberOf,"CN=RL.App.Harvest.BZ.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bz.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BZ
memberOf,"CN=RL.App.Harvest.BZB.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bzb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BZB
memberOf,"CN=RL.App.Harvest.BZD.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.bzd.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: BZD
memberOf,"CN=RL.App.Harvest.CAL.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cal.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CAL
memberOf,"CN=RL.App.Harvest.Car.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.car.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CAR
memberOf,"CN=RL.App.Harvest.CAV.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cav.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CAV
memberOf,"CN=Rl.App.Harvest.Caw.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.caw.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CAW
memberOf,"CN=RL.App.Harvest.Cbd.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cbd.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CBD
memberOf,"CN=RL.App.Harvest.CBI.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cbi.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CBI
memberOf,"CN=RL.APP.Harvest.CBM.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cbm.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CBM
memberOf,"CN=RL.App.Harvest.CC0.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cc0.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CC0
memberOf,"CN=rl.app.harvest.ccb.developers,OU=Users,OU=Roles,OU=Unix,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.ccb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CCB
memberOf,"CN=RL.App.Harvest.CCE.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cce.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CCE
memberOf,"CN=rl.app.harvest.ccl.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.ccl.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CCI
memberOf,"CN=RL.APP.Harvest.CCN.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.ccn.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CCN
memberOf,"CN=RL.App.Harvest.CDD.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cdd.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CDD
memberOf,"CN=RL.App.Harvest.CDO.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cdo.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CDO
memberOf,"CN=RL.App.Harvest.CDS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cds.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CDS
memberOf,"CN=RL.App.Harvest.CDW.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cdw.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CDW
memberOf,"CN=rl.app.harvest.cfd.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cfd.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CFD
memberOf,"CN=RL.App.Harvest.CGS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cgs.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CGS
memberOf,"CN=rl.app.harvest.cha.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cha.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CHA
memberOf,"CN=RL.App.Harvest.CIC.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cic.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CIC
memberOf,"CN=RL.APP.Harvest.CIR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cir.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CIS
memberOf,"CN=RL.App.Harvest.CIS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cis.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CKR
memberOf,"CN=RL.App.Harvest.CKR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.ckr.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLA
memberOf,"CN=RL.App.Harvest.CLA.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cla.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLB
memberOf,"CN=RL.App.Harvest.CLB.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLC
memberOf,"CN=rl.app.harvest.clc.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clc.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLD
memberOf,"CN=RL.App.Harvest.CLD.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cld.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLH
memberOf,"CN=RL.App.Harvest.CLH.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clh.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLO
memberOf,"CN=RL.App.Harvest.CLO.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clo.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLQ
memberOf,"CN=RL.App.Harvest.CLQ.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clq.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLQ
memberOf,"CN=RL.App.Harvest.CLR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clr.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CIR
memberOf,"CN=RL.App.Harvest.CLU.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clu.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLU
memberOf,"CN=RL.App.Harvest.CLY.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cly.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLY
memberOf,"CN=rl.app.harvest.clz.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.clz.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CLZ
memberOf,"CN=RL.APP.Harvest.CMA.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cma.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CMA
memberOf,"CN=RL.App.Harvest.CMB.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cmb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CMB
memberOf,"CN=RL.App.Harvest.CMX.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cmx.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CMX
memberOf,"CN=RL.App.Harvest.CN.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cn.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CN
memberOf,"CN=RL.App.Harvest.CNS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cns.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CNS
memberOf,"CN=rl.app.harvest.co3.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.co3.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CO3
memberOf,"CN=RL.APP.Harvest.COD.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cod.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: COD
memberOf,"CN=RL.App.Harvest.COL.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.col.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: COL
memberOf,"CN=RL.App.Harvest.CON.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.con.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CON
memberOf,"CN=RL.App.Harvest.COP.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cop.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: COP
memberOf,"CN=rl.app.harvest.cor.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cor.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: COR
memberOf,"CN=RL.App.Harvest.CPB.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cpb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CPB
memberOf,"CN=RL.APP.Harvest.CPI.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cpi.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CPI
memberOf,"CN=RL.APP.Harvest.CPP.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cpp.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CPP
memberOf,"CN=RL.App.Harvest.CPT.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cpt.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CPT
memberOf,"CN=rl.app.harvest.cpw.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cpw.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CPW
memberOf,"CN=RL.App.Harvest.CRF.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.crf.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CRF
memberOf,"CN=RL.APP.Harvest.CRT.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.crt.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CRT
memberOf,"CN=RL.App.Harvest.CRW.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.crw.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CRW
memberOf,"CN=RL.App.Harvest.CSI.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.csi.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CSI
memberOf,"CN=RL.App.Harvest.CSM.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.csm.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CSM
memberOf,"CN=RL.App.Harvest.CSP.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.csp.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CSP
memberOf,"CN=RL.App.Harvest.CU.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cu.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CU
memberOf,"CN=RL.App.Harvest.CUE.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cue.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CUE
memberOf,"CN=RL.App.Harvest.Cup.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cup.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CUP
memberOf,"CN=RL.App.Harvest.CVA.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cva.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CVA
memberOf,"CN=rl.app.harvest.cvm.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cvm.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CVM
memberOf,"CN=RL.App.Harvest.CYB.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.cyb.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: CYB
memberOf,"CN=RL.APP.Harvest.DAR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dar.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: D
memberOf,"CN=RL.App.Harvest.DAT.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dat.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DAT
memberOf,"CN=RL.APP.Harvest.DBR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dbr.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DBR
memberOf,"CN=RL.App.Harvest.DCF.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dcf.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DCF
memberOf,"CN=RL.App.Harvest.DCO.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dco.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DCO
memberOf,"CN=RL.App.Harvest.DCR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dcr.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DCR
memberOf,"CN=RL.App.Harvest.DCX.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dcx.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DCX
memberOf,"CN=RL.App.Harvest.DDT.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.ddt.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DDT
memberOf,"CN=rl.app.harvest.dfc.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dfc.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DFC
memberOf,"CN=RL.App.Harvest.DFS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dfs.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DFS
memberOf,"CN=RL.App.Harvest.DHD.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dhd.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DHD
memberOf,"CN=RL.App.Harvest.DIL.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dil.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DIL
memberOf,"CN=RL.App.Harvest.Dir.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dir.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DIR
memberOf,"CN=RL.App.Harvest.DJ.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dj.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DJ
memberOf,"CN=RL.App.Harvest.DNX.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dnx.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DNX
memberOf,"CN=RL.App.Harvest.DOR.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dor.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DOR
memberOf,"CN=RL.App.Harvest.DPA.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dpa.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DPA
memberOf,"CN=RL.App.Harvest.DPP.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dpp.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DPP
memberOf,"CN=RL.App.Harvest.DPS.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dps.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DPS
memberOf,"CN=rl.app.harvest.dr.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dr.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DR
memberOf,"CN=rl.app.harvest.dre.developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dre.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DRE
memberOf,"CN=RL.App.Harvest.DRI.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.dri.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DRI
memberOf,"CN=RL.App.Harvest.drm.Developers,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.drm.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DRM
memberOf,"CN=RL.App.Harvest.DRT.Developers,OU=ADS,OU=Groups,DC=corp,DC=suntrust,DC=com",Develop Code rl.app.harvest.drt.developers,A9SN3,TRUE,FALSE,FALSE,FALSE,Application Developers used to develop code to all Delivery Paths: DRT
