Role,Profile Description,Profile Filter(s),Profile Application,SoxCritical,Privileged,Owner
DEL40HE,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL40GEN,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y"})',ACAPS,TRUE,FALSE,ZLP3
DEL40DFU,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y"})',ACAPS,TRUE,FALSE,ZLP3
DEL40DFM,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-INACTIVE-OVRD-IND B";"USR-UPD-BDG-ANLYS-IND";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-MIN-MAX-OVR";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL40HSB,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-ST-TRANSITION-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-INACTIVE-OVRD-IND X";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y";"USR-ECD-OVR";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL40HAD,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-INACTIVE-OVRD-IND X";"USR-UPD-BDG-ANLYS-IND";"USR-VND-RTE-OVR";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-MIN-MAX-OVR";"USR-ECD-OVR";"USR-EMP-INC-ACCESS";"USR-EMP-QM-OVR";"USR-SCORED-RPT-OVRD-IND"})',ACAPS,TRUE,FALSE,ZLP3
DEL40HCC,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y";"USR-SS-ACT-ACCESS";"USR-EMP-INC-ACCESS";"USR-SCORED-RPT-OVRD-IND"})',ACAPS,TRUE,FALSE,ZLP3
DEL40MMG,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-DEALER-TOLER-OVRD-IND";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-INACTIVE-OVRD-IND X";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y";"USR-MIN-MAX-OVR"})',ACAPS,TRUE,FALSE,ZLP3
DEL40MUW,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-DEALER-TOLER-OVRD-IND";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-INACTIVE-OVRD-IND Y";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y";"USR-MIN-MAX-OVR";"USR-SCORED-RPT-OVRD-IND"})',ACAPS,TRUE,FALSE,ZLP3
DEL40TST,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-UPD-BDG-ANLYS-IND";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-TEST-ONLY";"USR-SCORED-RPT-OVRD-IND"})',ACAPS,TRUE,FALSE,ZLP3
DEL40WLS,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-FRAUD-FILE-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-INACTIVE-OVRD-IND Y";"USR-SUPERVISOR-FLAG";"USR-SCORED-RPT-OVRD-IND"})',ACAPS,TRUE,FALSE,ZLP3
DEL60WMG,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 60";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-FRAUD-FILE-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-INACTIVE-OVRD-IND Y";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y"})',ACAPS,TRUE,FALSE,ZLP3
DEL60WPT,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 60";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-FRAUD-FILE-ACCESS-IND I";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-DEALER-TOLER-OVRD-IND";"USR-SCORED-RPT-OVRD-IND";"USR-TYPE U";"USR-ALT-LEND-OVR-IND";"USR-INACTIVE-OVRD-IND Y";"USR-UPD-BDG-ANLYS-IND";"USR-VND-RTE-OVR";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-TEST-ONLY"})',ACAPS,TRUE,FALSE,ZLP3
DEL90LV1,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 90";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-ST-TRANSITION-OVRD-IND";"USR-ARL-REQ-IND";"USR-FRAUD-FILE-ACCESS-IND Y";"USR-CONTROL-TBL-ACCESS-IND Y";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 0";"USR-TYPE U";"USR-SCR-ACCESS-IND";"USR-FLAT-FEE-ACCESS"})',ACAPS,TRUE,TRUE,ZLP3
DEL90LV2,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 90";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-ST-TRANSITION-OVRD-IND";"USR-ARL-REQ-IND";"USR-FRAUD-FILE-ACCESS-IND I";"USR-CONTROL-TBL-ACCESS-IND Y";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 0";"USR-TYPE U";"USR-SCR-ACCESS-IND";"USR-FLAT-FEE-ACCESS"})',ACAPS,TRUE,TRUE,ZLP3
DEL90TST,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 90";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD DBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-FRAUD-FILE-ACCESS-IND Y";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-DEALER-TOLER-OVRD-IND";"USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-ALT-LEND-OVR-IND";"USR-INACTIVE-OVRD-IND Y";"USR-UPD-BDG-ANLYS-IND";"USR-SCR-ACCESS-IND";"USR-VND-RTE-OVR";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-TEST-ONLY";"USR-FLAT-FEE-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL40AVT,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-UPD-BDG-ANLYS-IND";"USR-SUPERVISOR-FLAG";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL40CSS,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-BO-RO-OVERRIDE Y";"USR-SS-ACT-ACCESS";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL40CCC,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 40";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-BO-RO-OVERRIDE Y";"USR-SS-ACT-ACCESS";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
BLACK KNIGHT FINANCIAL SERVICES 1,No Description,'Group Name.CONTAINS_ALL({"Invoice Management Servicer Admin";"Reports";"Reports Basic";"Servicer Claims"})',BKFS Invoice Management,TRUE,TRUE,UVRF39
BLACK KNIGHT FINANCIAL SERVICES 2,No Description,'Group Name.CONTAINS_ALL({"Invoice Management View Only";',BKFS Invoice Management,FALSE,FALSE,UVRF39
BLACK KNIGHT FINANCIAL SERVICES 3,No Description,'Group Name.CONTAINS_ALL({"Loan Data File Import Error Notification";"Servicer Claims"})',BKFS Invoice Management,FALSE,FALSE,UVRF39
BLACK KNIGHT FINANCIAL SERVICES 4,No Description,'Group Name.CONTAINS_ALL({"Audit Schedule (View Only)";"Invoice Management Servicer Admin";"Reports";"Reports Basic";"Servicer Claims"})',BKFS Invoice Management,TRUE,TRUE,UVRF39
SUNTRUST BUSINESS SOLUTIONS,No Description,'Group Name.CONTAINS_ALL({"INVOICE MANAGEMENT SERVICER ADMIN (VIEW ONLY)";"Invoice Management View Only";"Servicer Claims (View Only)"})',BKFS Invoice Management,FALSE,FALSE,UVRF39
INVOICE MANAGEMENT VIEW ONLY,No Description,'Group Name.CONTAINS_ALL({"Invoice Management View Only";"Servicer Claims (View Only)"})',BKFS Invoice Management,FALSE,FALSE,UVRF39
BLACK KNIGHT FINANCIAL SERVICES 5,No Description,'Group Name.CONTAINS_ALL({"Audit (View Only)";"Audit Schedule (View Only)";"Business Objects Ad Hoc Servicer Reports";"Invoice Audit Setup (View Only)";"Invoice Management Servicer Admin";"Invoice Management View Only";"Loan Special Handling (View Only)";"Servicer Claims (View Only)";"Servicer Guideline Management";"Servicer Order Limits (View Only)"})',BKFS Invoice Management,TRUE,TRUE,UVRF39
SUNTRUST MBIO TEAM,No Description,'Group Name.CONTAINS_ALL({"Business Objects Ad Hoc Servicer Reports";"Invoice Management Application Basic";"Invoice Management Basic Admin";"Invoice Management Servicer Admin";"Servicer Claims (View Only)"})',BKFS Invoice Management,TRUE,TRUE,UVRF39
PRODUCTION SIA TEAM,No Description,'Group Name.CONTAINS_ALL({"Edit Payment Info by Date Report";"Invoice Locking";"Invoice Management IPA Servicer Users";"Invoice Management Reset Invoices- Balancing Group";"Invoice Management Standard-10000.00"})',BKFS Invoice Management,TRUE,FALSE,UVRF39
MANAGER 1,No Description,'Group Name.CONTAINS_ALL({"Audit (View Only)";"Audit Schedule (View Only)";"Edit Payment Info by Date Report";"Invoice Audit";"Invoice Audit Setup (View Only)";"Invoice Locking";"Invoice Management IPA Servicer Users";"Invoice Management Reset Invoices- Balancing Group";"Invoice Management Servicer Admin";"Invoice Management Standard-10000.00";"Loan Data File Import Error Notification";"Loan Special Handling (View Only)";"Mass Deny Invoices";"Mass Invoice Routing";"Mass Remove Deny Invoices";"Mass Un-Approval";"Reacquire Loan Users";"Reports";"Reset Invoice";"Routing Administrator";"Servicer Claims (View Only)";"Servicer Guideline Management";"Servicer Order Limits (View Only)"})',BKFS Invoice Management,TRUE,FALSE,UVRF39
MANAGER 2,No Description,'Group Name.CONTAINS_ALL({"Audit (View Only)";"Audit Schedule (View Only)";"Change of Address Notification";"Edit Payment Info by Date Report";"Final Bill Import Notification Only";"Invoice Audit";"Invoice Audit Schedule";"Invoice Audit Setup";"Invoice Locking";"Invoice Locking Admin";"Invoice Management IPA Servicer Users";"Invoice Management Performance Notifications";"Invoice Management Reset Invoices- Balancing Group";"Invoice Management Servicer Admin";"Invoice Management Servicer Order Limits";"Invoice Management Standard-249999.99";"Loan Data File Import Error Notification";"Mass Deny Invoices";"Mass Invoice Routing";"Mass Remove Deny Invoices";"Mass Un-Approval";"MassApproval";"Missing Loan Recovery Tool";"Reacquire Loan Users";"REO Broker";"Reports";"Reset Invoice";"Routing Administrator";"Servicer Billing Admin";"Servicer Claims";"Servicer Claims (View Only)";"Special Handling";"Vendor Creation Completion Notification";"Vendor Creation Request with no Admin"})',BKFS Invoice Management,TRUE,FALSE,UVRF39
CLAIMS DEPARTMENT,No Description,'Group Name.CONTAINS_ALL({"Invoice Management View Only";"Servicer Claims"})',BKFS Invoice Management,TRUE,FALSE,UVRF39
BUSINESS SOLUTION ANALYST,No Description,'Group Name.CONTAINS_ALL({"Audit (View Only)";"Audit Schedule (View Only)";"Invoice Audit Setup (View Only)";"Invoice Management Servicer Admin";"Invoice Management View Only";"Loan Special Handling (View Only)";"Servicer Claims (View Only)";"Servicer Guideline Management";"Servicer Order Limits (View Only)"})',BKFS Invoice Management,TRUE,TRUE,UVRF39
DEL60CAM,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 60";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-INACTIVE-OVRD-IND Y";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-EMP-INC-ACCESS"})',ACAPS,TRUE,FALSE,ZLP3
DEL60HAM,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 60";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-TYPE U";"USR-OR-DLR-MIN-MAX";"USR-DOC-PREP-OVRD-IND";"USR-INACTIVE-OVRD-IND X";"USR-UPD-BDG-ANLYS-IND";"USR-VND-RTE-OVR";"USR-SUPERVISOR-FLAG";"USR-BO-RO-OVERRIDE Y";"USR-MIN-MAX-OVR";"USR-ECD-OVR";"USR-EMP-INC-ACCESS";"USR-EMP-QM-OVR"})',ACAPS,TRUE,FALSE,ZLP3
DEL60MMG,No Description,'ENTITLEMENT.CONTAINS_ALL({"USR-CAPABILITY-LEVEL 60";"USR-CREDIT-BUREAU-REQ-IND";"USR-CREDIT-BUREAU-FMT-CD CBR";"USR-FRAUD-CLEAR-AUTH-IND";"USR-DUPL-CLEAR-AUTH-IND";"USR-ST-TRANSITION-OVRD-IND";"USR-CREDIT-SCORE-OVRD-IND";"USR-ARL-REQ-IND";"USR-TURNDOWN-AUTH-IND";"USR-CONTROL-TBL-ACCESS-IND I";"USR-CBR-SERVICE-LEVEL 0";"USR-MAX-REQUEST-PRIORITY-LVL 6";"USR-DEALER-TOLERANCE-OVRD-IND";" USR-SCORED-RPT-OVRD-IND";"USR-OVRD-AUTO-VAL-IND";" USR-TYPE U";" USR-OR-DLR-MIN-MAX";"USR-INACTIVE-OVRD-IND X";"USR-UPD-BDG-ANLYS-IND";"USR-BO-RO-OVERRIDE Y";"USR-MIN-MAX-OVR"})',ACAPS,TRUE,FALSE,ZLP3
Template:@RECON - Session:@RECON,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"INQS+"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@ACH - Session:@ACH,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"INQS+";"INQSO";"LINU";"SURPT"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@XCCOL - Session:@XCCOL,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT7";"ADMEN";"ADMEX";"ADMVE";"AUXS*";"INQS+";"QUS";"RPTS*";"SW4XX";"SW9XX";"SWFMT"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@CCOL - Session:@CCOL-MGMT,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT7";"ADMEN";"ADMEX";"ADMVE";"AUXS*";"CANCL";"CANEX";"INQS+";"QUS";"RPTS*";"SW2XX";"SW4XX";"SW9XX";"SWFMT";"SWX99"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYORLCO - Session:@INQYORLCO,No Description,'ENTITLEMENTS.CONTAINS_ALL({"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYSFLTM - Session:@INQYSFLTM,No Description,'ENTITLEMENTS.CONTAINS_ALL({"SFLTMO";"AUXSO";"BALQU";"INQS+";"QUS";"RELS+";"RPTS*";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@CIB - Session:@CIB-RISK1,No Description,'ENTITLEMENTS.CONTAINS_ALL({"SFLTMO";"AUXS*";"AUXSO";"BALQU";"FEESO";"INQS+";"PINSO";"QUS";"RELS+";"RELSO";"RPTS*";"RPTSO";"RSKSO";"STOS+";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@CMLBK - Session:@CMLBK-ORL,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ORLCOR";"AUXSO";"AUXU*";"INQS+";"INQSO";"RELS+";"RELSO";"RPTSO";"STOS+";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@EDS - Session:@EDS-DP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"AUXS*";"AUXSO";"BALQU";"BNKS+";"BNKSO";"CHNSO";"CURSO";"FEES*";"FEESO";"INQS+";"INQSO";"OPRS+";"OPRSO";"QUS";"RELS+";"RELSO";"RPTSO";"RSKSO";"STOPS";"STOS+";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@SOLCTROPR - Session:@SOLCTROPR,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"AUTDS";"AUTEN";"OPRPV";"OPRPW"})',Money Transfer System,TRUE,TRUE,UFSS146
Template:@ETRMOMGMT - Session:@ETRMOMGMT,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"AUTDS";"AUTEN";"OPRPV";"OPRPW";"OPRS+";"OPRSO";"OPRU+";"OPRUP";"OPRV+";"OPRVE"})',Money Transfer System,TRUE,TRUE,UFSS146
Template:@FNDMGMT - Session:@FNDMGMT,No Description,'ENTITLEMENTS.CONTAINS_ALL({"AFFIL";"ADMEN";"ADMEX";"ADMVE";"ANTSO";"ANTUP";"ANYBK";"BALQU";"CANCL";"ENTRY";"EXCQU";"EXFED";"INQS+";"MONS+";"MONSO";"MONU+";"MONUP";"MONV+";"MONVE";"PSRR*";"PSRRT";"PSRS*";"PSRSO";"PSRU*";"PSRUP";"QUS";"SURPT";"VEALL";"VEBKT";"VELTR"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@FXOPS - Session:@FXOPS-REP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"INTL";"ADMEN";"ADMEX";"ADMV2";"ADMVE";"AUXSO";"BALQU";"BTROW";"BTRTF";"CANCL";"CANEX";"CANIN";"CTRTF";"ENTRY";"ERTOV";"EXBKT";"EXCQU";"EXFED";"EXFUT";"EXSWF";"EXWIR";"INQS+";"INQSO";"RPTS*";"RPTSO";"SW1XX";"SW2XX";"SW3XX";"SW9XX";"SWFMT";"VEALL";"VEBKT";"VEFED";"VEFUT";"VELRG";"VELTR";"VESWF";"VEWIR"})',Money Transfer System,TRUE,FALSE,UFSS146
